triple_id,doc_id,primary_failure,all_reasons
MPT-348191068ca9a71fa845,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-3497b96f87fa472801dc,MP021,evidence,evidence_invalid
MPT-349fd79f98fdbfac7c77,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-34cac5928dcc770cc536,MP003,schema_type,relation_type_invalid
MPT-34cd5947a4ae10e66713,MP003,evidence,evidence_invalid
MPT-34e405a654a472aba3d7,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-34f9532d2343f42d8c86,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-34fe81a3cbdfeff025fd,MP003,evidence,evidence_invalid
MPT-351a5deec2c96a807172,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-351e8bc08f3cf993c7ea,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-352217e00cc5f348de5b,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-3523193d817725ba490d,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-353fb08ca06f11d49664,MP002,evidence,evidence_invalid
MPT-35475c5c612565f426eb,MP002,evidence,evidence_invalid
MPT-354c2ab9a2bc4979302e,MP019,evidence,evidence_invalid
MPT-3559bb1f78808c01e989,MP007,evidence,evidence_invalid
MPT-355cee3a39892bd601e4,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-355edb23f596918dda42,MP020,relation_support,dual_qwen_relation_not_entailed
MPT-3561df0b7eb1b72f69a2,MP019,evidence,evidence_invalid
MPT-356e908fad09061b17f5,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3573e255bd2e73c3427f,MP005,evidence,evidence_invalid
MPT-35761e75714a4ec96ef5,MP019,evidence,evidence_invalid
MPT-3576e6c26f90a14840bb,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-357d3c70bfffb7dcbcf3,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-357df39f65092baaa78a,MP019,evidence,evidence_invalid
MPT-35882a1678a6bf9d52cc,MP002,evidence,evidence_invalid;relation_not_entailed
MPT-35ad2d4690728af52913,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-35ccdd66ce15c5f3442c,MP002,evidence,evidence_invalid
MPT-35d86ebcc87acdfe6f8d,MP019,evidence,evidence_invalid
MPT-35e9477de4052ae028ba,MP020,schema_type,relation_type_invalid
MPT-360a0d4b2bfdd2a456b2,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-360c6d47803647869a50,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-360c756bd776a5de04fd,MP001,evidence,evidence_invalid
MPT-36119a83db43086954e0,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-36153ccd1ac24f275838,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-361664038c9556f5021d,MP002,evidence,evidence_invalid
MPT-3616dee3c60924f59790,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-361e1fbc86a654500988,MP005,schema_type,relation_type_invalid
MPT-3633184ed6389a2d4483,MP002,evidence,evidence_invalid
MPT-3645ccbbf28debf16141,MP019,evidence,evidence_invalid
MPT-364f9ecfd71efc8e3a70,MP001,schema_type,relation_type_invalid
MPT-365296678464896c776e,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-36574a237f4c602b0062,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-365beb0fb9ed71546833,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-36690ea1c155c37c2643,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-367c4bcaa00ac9002256,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-367d2a27c56cb3911695,MP017,below_candidate_0.60,below_candidate_confidence
MPT-3691afd1404a251565d0,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-36cf64652b81a279e4f3,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-36d4d11e21d7fdfbb6be,MP019,evidence,evidence_invalid
MPT-36e8ba0704d92f7b88a8,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-36faa19a14d22777b968,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-37140717d49e2fa31c98,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-37205538ed6b940a36c0,MP019,schema_type,relation_type_invalid;evidence_invalid
MPT-3728fcd1a6ba774d93bd,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-372cf7194d1965bcbbab,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-372cfa020890d7961ce0,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-373976b9b62b034388b6,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-373a0430fab0890edbf8,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-373e6e3c0ca81b7c7446,MP003,evidence,evidence_invalid
MPT-374b373c2d0bc6d5870a,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-376e1e2c836bf29095f8,MP018,relation_support,dual_qwen_relation_not_entailed
MPT-3779f8dff93381798178,MP019,evidence,evidence_invalid
MPT-37812b84fe2a0c6893bf,MP003,evidence,evidence_invalid
MPT-3782dd12b7a1550c38d9,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-378496579549a43c31ee,MP016,schema_type,relation_type_invalid
MPT-37858534f993550220c9,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-378792993324a35c7da8,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-3796b78ede5caf7b48e0,MP002,evidence,evidence_invalid
MPT-3796f757fc4f939ab595,MP003,schema_type,relation_type_invalid
MPT-37aa1e34cb80285b19e7,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-37b559e200cfd12c4319,MP019,evidence,evidence_invalid
MPT-37b80b7082bcb339f39e,MP019,evidence,evidence_invalid
MPT-37c1ed20d2ead06e7396,MP006,schema_type,relation_type_invalid
MPT-37dc7546404f528f9222,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-37efa3e014c3f00ba415,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-37f65024dba176a8bf89,MP019,evidence,evidence_invalid
MPT-37f87928f9a380ddb9d8,MP016,relation_support,dual_qwen_relation_not_entailed
MPT-38170b01f2c1af08f4fd,MP015,relation_support,dual_qwen_relation_not_entailed
MPT-381a1b178f86b86de85f,MP003,schema_type,relation_type_invalid
MPT-3823ea453b43b9f5688c,MP007,schema_type,relation_type_invalid;evidence_invalid
MPT-38462a457f9e5f0e003a,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3846340ddcebeba2076d,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-385e51f2e1cc42f90f9e,MP003,evidence,evidence_invalid
MPT-387651266bbf3cfbd1bb,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-3876aa173a536aa618c9,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-387d55711f03120c3154,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-3883f20a79caebd136a1,MP018,schema_type,relation_type_invalid
MPT-3885ca5b307d65306bf7,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-388ab122df735b1fdc36,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-38a8cd88366e184210d9,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-38b06cea6e3b6cf50c04,MP019,schema_type,relation_type_invalid;evidence_invalid
MPT-38c1207a5ae7ce2011e4,MP019,evidence,evidence_invalid
MPT-38ee433349b2fe63ce58,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-38fbffb7714ef07627bd,MP019,evidence,evidence_invalid
MPT-390503931181b7d97efd,MP019,evidence,evidence_invalid
MPT-391329bf9cd353571b8e,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-391601bf60b68fc4ee17,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-39295e025cf523d11927,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-39481ed1ad7847b4d24b,MP019,evidence,evidence_invalid
MPT-395a42c22a89e68840ae,MP019,evidence,evidence_invalid
MPT-396413e0c80bc6ed0d4c,MP020,relation_support,dual_qwen_relation_not_entailed
MPT-398727187d65a292dda2,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-39883498138aee974f42,MP003,evidence,evidence_invalid
MPT-398aeafd4f4be3bfb8ff,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-399bc3ba758e6590182f,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-399c62f7b87d6ab32b9d,MP017,below_candidate_0.60,below_candidate_confidence
MPT-399e835130531c6ff330,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-399ee638a1ce309f6dcd,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-39aa90766037ca2e01bc,MP002,evidence,evidence_invalid
MPT-39b401cb84dbaa91c643,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-39bb0ad73477c14e8b6b,MP003,schema_type,relation_type_invalid
MPT-39d5ecd2f2f0a0817cbf,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-39f0cdc4c4ee248755f5,MP003,evidence,evidence_invalid
MPT-3a196bf002ea5d9e2f17,MP002,schema_type,relation_type_invalid;evidence_invalid
MPT-3a1c3ef4360b075a89a6,MP003,schema_type,relation_type_invalid
MPT-3a2cd8c2654eda4e1d7b,MP019,evidence,evidence_invalid
MPT-3a491107cf12bc5f1d48,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3a529725e95e8c884520,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-3a67e9bddd0e0b5aa1d0,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3a7450d3243397757669,MP003,schema_type,relation_type_invalid
MPT-3a8e91d9331e06ca822e,MP006,evidence,evidence_invalid;relation_not_entailed
MPT-3aa7c77cadee7444ded8,MP002,evidence,evidence_invalid
MPT-3ab1e4f6b5abfeee22d1,MP003,evidence,evidence_invalid
MPT-3ab256fe74c337cfd0dc,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-3ac0a2659887badd393c,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3ac9a4b1550a28a79c48,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3aca2678ad7000ced980,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3acff6a3f48c62d74cda,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3ade6651feb6834aa33a,MP019,evidence,evidence_invalid
MPT-3ae714bdc03c78b0f190,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-3aefcc678f38785bdb8e,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-3af46105834092d915ac,MP019,schema_type,relation_type_invalid;evidence_invalid
MPT-3afbb2c045d23e7a8bb7,MP003,evidence,evidence_invalid
MPT-3b08fea27707fedaa215,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3b0eedab3151ec13a3b4,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-3b359e679ffbb8f84687,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3b48d36cfe751efe9cdf,MP001,evidence,evidence_invalid
MPT-3b4a7cfa061b797a8de2,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3b5739af384db14a866d,MP003,evidence,evidence_invalid
MPT-3b683c8698434f0e7270,MP019,evidence,evidence_invalid
MPT-3b736e13ea0b65a3026e,MP019,evidence,evidence_invalid
MPT-3b773090b26cc3db6372,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-3b7cf95d66ae39088c09,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-3b84efeb85c4982c494c,MP018,schema_type,relation_type_invalid
MPT-3b86c861d212a053545f,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-3b9e970013e95f54bc77,MP002,evidence,evidence_invalid
MPT-3ba1d460c0284c8bd4f5,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-3bac8f022555829f27e8,MP019,evidence,evidence_invalid
MPT-3bb05bf8f92200202132,MP005,evidence,evidence_invalid
MPT-3bb1639582bc3c7f9792,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-3bcc1054d68a6f434c3f,MP003,evidence,evidence_invalid
MPT-3bd5820ddf5066e79682,MP003,evidence,evidence_invalid
MPT-3bd9189f9050e750f37a,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3be1d0cad91c4b61a315,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-3bf1f3b0b04f76530f8b,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-3bf7f782fea3b6471303,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3c055ab0d9e507650e0d,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3c1137f777eba0bff244,MP019,evidence,evidence_invalid
MPT-3c3782e74ee177821008,MP002,evidence,evidence_invalid
MPT-3c3ef5b5ac8d4a730207,MP018,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-3c5637b3858865592709,MP002,schema_type,relation_type_invalid;evidence_invalid
MPT-3c62bfc354272bfe9938,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-3c6863ccf0694ac765b5,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3c7481214481d4b5b9d5,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-3c98ba0bada7b2a0faf7,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-3ca02e7c6e504f9e0166,MP001,evidence,evidence_invalid
MPT-3ca101df07ffb5c0c961,MP019,evidence,evidence_invalid
MPT-3ca8e2f2f345a6cb0b45,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-3ca94f225f49db982473,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-3ca9c53dbedb4df94211,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3cce816648e88ab6d31b,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-3cd898f0fff8eb3d8b80,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-3cd940e1c7b83c6c3fa6,MP002,schema_type,relation_type_invalid
MPT-3ce04e42bc0fa0fc8d31,MP003,schema_type,relation_type_invalid
MPT-3ce2f556456a799dfc47,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-3d2f501070af2fd4adf9,MP022,schema_type,relation_type_invalid
MPT-3d301a5bfcf2b43cc397,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-3d31f9010abc36ebb3f6,MP019,evidence,evidence_invalid
MPT-3d3373d2e60f512e883b,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3d3f8826fe7af13df9b2,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-3d80d3ce03b5900c7b2d,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3d876c44afcb59e47b22,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-3d9751eb5fcb74d52da7,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-3dabf1b67756eadde76a,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-3db99a6bff6d8f6296e3,MP021,evidence,evidence_invalid
MPT-3db9d1b5515608a9daea,MP019,evidence,evidence_invalid
MPT-3dd8af95b9a452dbeaad,MP002,evidence,evidence_invalid
MPT-3df2764ccb5b7313200d,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-3df6fa2dd8420960cbdd,MP001,schema_type,relation_type_invalid;evidence_invalid
MPT-3e002e6c0a8bf990e796,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3e06bf2ea2ce2dbdfa1e,MP003,schema_type,relation_type_invalid
MPT-3e0a495d7100598a4897,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-3e2b930ad30abf1ef5bc,MP020,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-3e2c2e4379af132e586e,MP019,evidence,evidence_invalid
MPT-3e2d8591ca11741e1e0d,MP021,evidence,evidence_invalid
MPT-3e30c0e67dec8129e2e6,MP019,evidence,evidence_invalid
MPT-3e414fd66138c74e31cd,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3e4bad767a6ea0bd268e,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-3e4e1d3c7003b8b54680,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-3e526deda8f1025a9328,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-3e8fccc66664cae1a0fb,MP005,evidence,evidence_invalid
MPT-3e945317938eafa0315b,MP019,schema_type,relation_type_invalid
MPT-3e9e046e971e2e72c90e,MP003,evidence,evidence_invalid
MPT-3ea7af9516c1faa3f242,MP001,relation_support,dual_qwen_relation_not_entailed
MPT-3ea8fd3c628ca1683c61,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3ebb2b59b392fd37a51b,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-3ec01e6e9b9cece78730,MP002,evidence,evidence_invalid;relation_not_entailed
MPT-3ec5e76beaaeb51a1412,MP003,evidence,evidence_invalid
MPT-3ecea94d4840df75b594,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-3ee0747e3eab3adb0fe8,MP019,evidence,evidence_invalid
MPT-3f03c4333e25c992ce86,MP002,evidence,evidence_invalid;relation_not_entailed
MPT-3f05ed25fd445292930f,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3f06a961037f9e2a1a12,MP019,evidence,evidence_invalid
MPT-3f1021fac3c561df527e,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-3f1fc073fef0a17b27d0,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-3f2a9b245167c6ac25fc,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-3f4215c678ecb873c723,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3f8658341bc5f183f17b,MP004,evidence,evidence_invalid
MPT-3f9532dba2adc87d2674,MP005,relation_support,dual_qwen_relation_not_entailed
MPT-3f96f1a63f1150415de5,MP017,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-3fa67eec9ca591d684dc,MP002,evidence,evidence_invalid
MPT-3fb849bdd7646a90f0b2,MP020,schema_type,relation_type_invalid
MPT-3fbb0638be16ada510d2,MP018,schema_type,relation_type_invalid
MPT-3fc249a998badd49d236,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-3fc57ee4cbe486243b7a,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-3fc67e901bc253d695bb,MP001,schema_type,relation_type_invalid
MPT-3fc907dce91c686564ec,MP019,evidence,evidence_invalid
MPT-3fcb6a3dadc0b7728f22,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3fccf62ab962a49bec36,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-3fdae6b24a6732b09adc,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-3fe11f3042e922e37466,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-3fe5831638a518c8a27e,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-3fe5effe0a5eeb621c86,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-40160785058a4aa9ebfc,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-401b1eac7b3281948409,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-4044a2c201a78516de81,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-4044fe98e6055aed3278,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-4046157cece7d9dd5077,MP005,evidence,evidence_invalid
MPT-405c3839dbb9b1f7f688,MP002,evidence,evidence_invalid
MPT-408229173f8589a6efaa,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-4082e8c1a9dc5a43a1eb,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-40831ddfef121a1c0ddd,MP002,evidence,evidence_invalid
MPT-4084ef10c461736e90ea,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-40866bca2700670f6496,MP005,evidence,evidence_invalid
MPT-408734f9220dcedf5492,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-40b1db3efa0a28e70dc9,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-40b6a7c97e81a0de1bcf,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-40ba2d5440b478a8c222,MP015,relation_support,dual_qwen_relation_not_entailed
MPT-40c5bc8b405b33753930,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-40d12789a5a2c02416c8,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-40d4eae474531facd212,MP007,evidence,evidence_invalid
MPT-40f541dd39395eff45c9,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-40ffd085cf59255ee63a,MP005,evidence,evidence_invalid
MPT-4102ca7cac1d264d07da,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-4113f566f3a9819e1ac8,MP019,evidence,evidence_invalid
MPT-411ddf2cd5a403cf2163,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-41210a5bf97012a5851f,MP002,evidence,evidence_invalid
MPT-412da2182feab250a0ca,MP021,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-413899c294ab3f2af247,MP002,evidence,evidence_invalid
MPT-41440c0d3afcd5fbe276,MP019,evidence,evidence_invalid
MPT-416f5580906e762a7455,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-416ffec757df60559e03,MP019,evidence,evidence_invalid
MPT-417341a00ae64e2544c4,MP018,evidence,evidence_invalid;relation_not_entailed
MPT-417ae3e0a8eb01a76e37,MP002,evidence,evidence_invalid
MPT-417f637e0d23a03302dc,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-4181e4f03bf61cc078ad,MP003,evidence,evidence_invalid
MPT-4185db1b1621b19886bf,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-4199ae219ccc71534bc4,MP019,evidence,evidence_invalid
MPT-419f8ce90925c6c42578,MP004,evidence,evidence_invalid
MPT-41a66a31329865e81d1a,MP019,evidence,evidence_invalid
MPT-41bc80b4ed7eb293bf71,MP002,evidence,evidence_invalid
MPT-41c3c2c48c7f4e71769d,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-41ca3039650cde2f37cf,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-41d8b6ef2a47fa30aea3,MP016,schema_type,relation_type_invalid
MPT-41e8519afed760742d89,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-41f010053e6a33ebb60f,MP019,evidence,evidence_invalid
MPT-41f242729323e88d8e09,MP019,evidence,evidence_invalid
MPT-41f9ca56a3852fd57eb5,MP018,evidence,evidence_invalid;relation_not_entailed
MPT-420394a3ad8da1edd7b6,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-420ba3ea01b216af958a,MP021,evidence,evidence_invalid
MPT-4213a339456446b5bb7a,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-421b44f2d02da9affdde,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-422088b3a8f270b9f45f,MP015,relation_support,dual_qwen_relation_not_entailed
MPT-422fc328d80c50ad8b3e,MP019,evidence,evidence_invalid
MPT-423b7e14241eb9abc49c,MP003,evidence,evidence_invalid
MPT-424494c84e9d53849d07,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-425511efdaeb976ea5c4,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-4257ef65e44c8e195a23,MP003,schema_type,relation_type_invalid
MPT-42633ff602bf715fccbe,MP019,evidence,evidence_invalid
MPT-4266d6bbaf8c029896d7,MP005,evidence,evidence_invalid
MPT-42a75155aab69f3b213f,MP005,evidence,evidence_invalid
MPT-42ae731a01ddad963e64,MP005,evidence,evidence_invalid
MPT-42c02fab6c2275cf6f66,MP019,evidence,evidence_invalid
MPT-42c0b717aa7f6a548580,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-42d139434c3dd0d9816b,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-42db74409c3bb4bb2dc6,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-42e666868b51ed35fb00,MP020,schema_type,relation_type_invalid
MPT-42ef9285d9a69b920d92,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-42f2f3ed4ac70b74af33,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-43067574948010fb8e14,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-430b395ed1902c2e510d,MP001,relation_support,dual_qwen_relation_not_entailed
MPT-4313a88223738475a920,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-431ef01944368fddc486,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-43204b44ad32958f15e1,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-432a0ccca0468caa5199,MP003,schema_type,relation_type_invalid
MPT-432e0a7bb97c26e80e60,MP003,evidence,evidence_invalid
MPT-432eb1bc9f576c853fcb,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-433e4c0c5b5be3e06947,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-43435ea424837b70a9cb,MP001,evidence,evidence_invalid
MPT-4360039c15217397fbb7,MP019,evidence,evidence_invalid
MPT-4364eb4b5855aa5916f8,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-4379774e3866da38206c,MP019,evidence,evidence_invalid
MPT-437cabbbbfb3fa8cf7d2,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-438900f870985d107b38,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-438fc16fd050f276c3c5,MP019,schema_type,relation_type_invalid
MPT-4395d896f8aaafb4dfc3,MP002,evidence,evidence_invalid;relation_not_entailed
MPT-439e24692ac94747f74c,MP019,evidence,evidence_invalid
MPT-43a896972e21c6f0434c,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-43ae55df1168721f189d,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-43de6a64924d1ac7518f,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-43e0c3f5cfedf1621fae,MP019,evidence,evidence_invalid
MPT-43e56650630a69809693,MP020,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-43e84c6ba78a7a51da87,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-43efcee26668c403c944,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-43f2e882f6557b7757c8,MP003,schema_type,relation_type_invalid
MPT-43f707154ac259b468b7,MP019,below_candidate_0.60,below_candidate_confidence
MPT-43fa6944b39a356fe106,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-43fa984f2c3bb5754b43,MP002,evidence,evidence_invalid
MPT-4426bbb125e34fcc2580,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-44271eec9c44df2a61db,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-444076b3f348801a74a7,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-4440a0f0e5b6f53379d1,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-4453139d4f718d8b58a8,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-445a3c8709e44d6e9bbd,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-445f4e02f4378ffc032f,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-446336ef38208843182c,MP002,schema_type,relation_type_invalid
MPT-446b48aef2c7e8979c02,MP019,evidence,evidence_invalid
MPT-4477678b5c350844d035,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-44a657b5146b6b1a64a5,MP019,evidence,evidence_invalid
MPT-44adf48d6c5f0d0c2608,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-44ae30f3149a7328d079,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-44b179aa7be13aedb5f9,MP019,evidence,evidence_invalid
MPT-44b2e3fb4a196dafbc4b,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-44b4583a59eed7a23144,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-44b490376af9f56f9f6a,MP016,evidence,evidence_invalid;relation_not_entailed
